grid_id,long,lat,marine_species_richness,PD,co1_genetic_diversity_mean,,,,,,,,,,,,
132,-1738579,-6737636,41,12.0026867,0.005834421,,,,,,,,,,,,
133,-1352679,-6737636,42,12.65012375,0.005772801,,,,,,,,,,,,
134,-966779,-6737636,43,13.21750183,0.006197292,,,,,,,,,,,,
135,-580879,-6737636,46,13.21750283,0.006138686,,,,,,,,,,,,
136,-194979,-6737636,45,12.65012475,0.005731619,,,,,,,,,,,,
137,190921,-6737636,45,12.65012475,0.005731619,,,,,,,,,,,,
138,576821,-6737636,44,12.40056986,0.005282303,,,,,,,,,,,,
139,962721,-6737636,44,12.40056986,0.005282303,,,,,,,,,,,,
140,1348621,-6737636,41,12.35545536,0.005282303,,,,,,,,,,,,
141,1734521,-6737636,41,12.35545536,0.005282303,,,,,,,,,,,,
142,2120421,-6737636,42,12.51231553,0.008072694,,,,,,,,,,,,
143,2506321,-6737636,42,12.51231553,0.008072694,,,,,,,,,,,,
144,2892221,-6737636,41,12.44237193,0.008072694,,,,,,,,,,,,
145,3278121,-6737636,40,12.93096708,0.008497873,,,,,,,,,,,,
146,3664021,-6737636,39,12.46533705,0.008297363,,,,,,,,,,,,
147,4049921,-6737636,40,12.61194833,0.008379947,,,,,,,,,,,,
148,4435821,-6737636,41,12.61194933,0.008235282,,,,,,,,,,,,
149,4821721,-6737636,41,12.55275779,0.008235282,,,,,,,,,,,,
151,5593521,-6737636,42,12.75750571,0.008051183,,,,,,,,,,,,
152,5979421,-6737636,42,12.75750571,0.008051183,,,,,,,,,,,,
153,6365321,-6737636,42,12.3088689,0.007679507,,,,,,,,,,,,
154,6751221,-6737636,44,13.53210986,0.008165304,,,,,,,,,,,,
155,7137121,-6737636,42,13.32736093,0.008333174,,,,,,,,,,,,
156,7523021,-6737636,39,12.89762557,0.007963747,,,,,,,,,,,,
157,7908921,-6737636,39,13.04561101,0.007758343,,,,,,,,,,,,
158,8294821,-6737636,37,12.1584884,0.007870703,,,,,,,,,,,,
159,8680721,-6737636,36,11.82331984,0.007746002,,,,,,,,,,,,
166,11382021,-6737636,36,12.16675046,0.008671046,,,,,,,,,,,,
167,11767921,-6737636,35,11.93368489,0.008047207,,,,,,,,,,,,
172,13697421,-6737636,39,12.64771387,0.008335608,,,,,,,,,,,,
173,14083321,-6737636,39,12.64771387,0.008335608,,,,,,,,,,,,
174,14469221,-6737636,39,12.64771387,0.008335608,,,,,,,,,,,,
175,14855121,-6737636,47,13.20094455,0.009530641,,,,,,,,,,,,
176,15241021,-6737636,46,12.95138966,0.00933113,,,,,,,,,,,,
177,15626921,-6737636,49,12.99192494,0.007094038,,,,,,,,,,,,
178,16012821,-6737636,49,12.86276746,0.007365273,,,,,,,,,,,,
179,16398721,-6737636,51,12.9846945,0.007098685,,,,,,,,,,,,
180,16784621,-6737636,55,13.32179348,0.007850879,,,,,,,,,,,,
181,17170521,-6737636,53,13.17261352,0.008035396,,,,,,,,,,,,
183,-17174579,-6351736,78,18.18554438,0.008472533,,,,,,,,,,,,
184,-16788679,-6351736,80,17.96404378,0.008451275,,,,,,,,,,,,
185,-16402779,-6351736,80,17.83474614,0.008525432,,,,,,,,,,,,
186,-16016879,-6351736,79,17.57908543,0.008467008,,,,,,,,,,,,
187,-15630979,-6351736,78,17.09840167,0.008631228,,,,,,,,,,,,
188,-15245079,-6351736,84,17.80240392,0.008467008,,,,,,,,,,,,
189,-14859179,-6351736,83,17.80240392,0.008467008,,,,,,,,,,,,
190,-14473279,-6351736,83,17.8697463,0.008475937,,,,,,,,,,,,
191,-14087379,-6351736,82,17.38906254,0.008640386,,,,,,,,,,,,
192,-13701479,-6351736,85,17.6774572,0.00899986,,,,,,,,,,,,
193,-13315579,-6351736,85,17.80932543,0.009268404,,,,,,,,,,,,
194,-12929679,-6351736,80,17.3979293,0.00901772,,,,,,,,,,,,
195,-12543779,-6351736,79,17.12158811,0.009268404,,,,,,,,,,,,
196,-12157879,-6351736,80,17.21506809,0.009095369,,,,,,,,,,,,
197,-11771979,-6351736,82,17.5413407,0.009069074,,,,,,,,,,,,
198,-11386079,-6351736,82,17.5413407,0.009069074,,,,,,,,,,,,
199,-11000179,-6351736,81,17.62977179,0.009069074,,,,,,,,,,,,
200,-10614279,-6351736,81,17.62977179,0.009069074,,,,,,,,,,,,
201,-10228379,-6351736,80,17.55616423,0.00897036,,,,,,,,,,,,
202,-9842479,-6351736,79,17.55127359,0.008724635,,,,,,,,,,,,
203,-9456579,-6351736,81,17.92530834,0.0086433,,,,,,,,,,,,
204,-9070679,-6351736,84,18.40570239,0.008552318,,,,,,,,,,,,
205,-8684779,-6351736,82,18.65934225,0.008473822,,,,,,,,,,,,
206,-8298879,-6351736,84,18.74585059,0.008583415,,,,,,,,,,,,
207,-7912979,-6351736,84,19.22292946,0.0086182,,,,,,,,,,,,
208,-7527079,-6351736,84,18.7314203,0.008391613,,,,,,,,,,,,
209,-7141179,-6351736,94,19.62878699,0.008702354,,,,,,,,,,,,
210,-6755279,-6351736,120,25.70204306,0.008237458,,,,,,,,,,,,
211,-6369379,-6351736,116,24.5705996,0.008107416,,,,,,,,,,,,
212,-5983479,-6351736,105,23.38591088,0.008156,,,,,,,,,,,,
213,-5597579,-6351736,107,22.23071508,0.00859178,,,,,,,,,,,,
214,-5211679,-6351736,100,21.79153787,0.008684313,,,,,,,,,,,,
215,-4825779,-6351736,97,20.59520135,0.008591855,,,,,,,,,,,,
216,-4439879,-6351736,89,19.26721898,0.00814798,,,,,,,,,,,,
217,-4053979,-6351736,88,18.92522131,0.007761516,,,,,,,,,,,,
218,-3668079,-6351736,84,18.69867838,0.007504313,,,,,,,,,,,,
219,-3282179,-6351736,81,18.43794776,0.007592963,,,,,,,,,,,,
220,-2896279,-6351736,82,18.2129247,0.007807598,,,,,,,,,,,,
221,-2510379,-6351736,82,18.71583587,0.008397015,,,,,,,,,,,,
222,-2124479,-6351736,75,16.7976308,0.008078493,,,,,,,,,,,,
223,-1738579,-6351736,73,17.20594756,0.008206787,,,,,,,,,,,,
224,-1352679,-6351736,70,15.93245984,0.008325921,,,,,,,,,,,,
225,-966779,-6351736,71,15.99545923,0.008347667,,,,,,,,,,,,
226,-580879,-6351736,69,15.88535325,0.007135936,,,,,,,,,,,,
227,-194979,-6351736,64,15.71095197,0.006368586,,,,,,,,,,,,
228,190921,-6351736,63,15.67400909,0.006010831,,,,,,,,,,,,
229,576821,-6351736,75,16.23319402,0.009127856,,,,,,,,,,,,
230,962721,-6351736,73,15.91864168,0.009275105,,,,,,,,,,,,
231,1348621,-6351736,70,15.73952876,0.009305897,,,,,,,,,,,,
232,1734521,-6351736,70,15.63971212,0.008964067,,,,,,,,,,,,
233,2120421,-6351736,60,15.15960662,0.009325722,,,,,,,,,,,,
234,2506321,-6351736,59,14.99633383,0.0091949,,,,,,,,,,,,
235,2892221,-6351736,61,15.37066016,0.009098963,,,,,,,,,,,,
236,3278121,-6351736,60,15.08942832,0.009098963,,,,,,,,,,,,
237,3664021,-6351736,70,15.64761207,0.010304619,,,,,,,,,,,,
238,4049921,-6351736,70,15.64761207,0.010304619,,,,,,,,,,,,
239,4435821,-6351736,67,15.81873792,0.009352086,,,,,,,,,,,,
240,4821721,-6351736,66,15.66899967,0.009520825,,,,,,,,,,,,
241,5207621,-6351736,66,15.66899967,0.009520825,,,,,,,,,,,,
242,5593521,-6351736,64,14.7613226,0.009520825,,,,,,,,,,,,
243,5979421,-6351736,64,14.7613226,0.009520825,,,,,,,,,,,,
244,6365321,-6351736,67,15.45066362,0.009227669,,,,,,,,,,,,
245,6751221,-6351736,67,15.45066362,0.009227669,,,,,,,,,,,,
246,7137121,-6351736,69,16.11515183,0.009051262,,,,,,,,,,,,
247,7523021,-6351736,67,16.1373019,0.008929235,,,,,,,,,,,,
248,7908921,-6351736,59,16.61177485,0.00757275,,,,,,,,,,,,
249,8294821,-6351736,64,16.96174611,0.00872198,,,,,,,,,,,,
250,8680721,-6351736,67,16.67515239,0.010143363,,,,,,,,,,,,
251,9066621,-6351736,65,15.98277628,0.01029885,,,,,,,,,,,,
252,9452521,-6351736,63,15.352047,0.010472868,,,,,,,,,,,,
253,9838421,-6351736,64,15.58232821,0.010472868,,,,,,,,,,,,
254,10224321,-6351736,70,15.86753828,0.009832589,,,,,,,,,,,,
255,10610221,-6351736,72,16.27789757,0.009885302,,,,,,,,,,,,
256,10996121,-6351736,72,16.27789757,0.009885302,,,,,,,,,,,,
257,11382021,-6351736,71,16.04761637,0.009885302,,,,,,,,,,,,
258,11767921,-6351736,71,16.04761637,0.009885302,,,,,,,,,,,,
259,12153821,-6351736,71,16.44141768,0.009637741,,,,,,,,,,,,
260,12539721,-6351736,70,17.0471673,0.00878636,,,,,,,,,,,,
261,12925621,-6351736,69,16.5337907,0.009135935,,,,,,,,,,,,
262,13311521,-6351736,77,17.41493083,0.009482621,,,,,,,,,,,,
263,13697421,-6351736,69,16.34421807,0.010001813,,,,,,,,,,,,
264,14083321,-6351736,72,17.00605297,0.009858189,,,,,,,,,,,,
265,14469221,-6351736,76,17.13422044,0.008978174,,,,,,,,,,,,
266,14855121,-6351736,83,18.61790463,0.009251027,,,,,,,,,,,,
267,15241021,-6351736,87,19.38539622,0.00922507,,,,,,,,,,,,
268,15626921,-6351736,98,20.64301161,0.008923386,,,,,,,,,,,,
269,16012821,-6351736,94,20.34890374,0.009198347,,,,,,,,,,,,
270,16398721,-6351736,95,20.39529912,0.009255351,,,,,,,,,,,,
271,16784621,-6351736,88,19.82378121,0.008396954,,,,,,,,,,,,
272,17170521,-6351736,86,19.21469254,0.008344674,,,,,,,,,,,,
274,-17174579,-5965836,103,23.11443644,0.009386892,,,,,,,,,,,,
275,-16788679,-5965836,100,21.95016491,0.008393912,,,,,,,,,,,,
276,-16402779,-5965836,95,20.83847399,0.008623917,,,,,,,,,,,,
277,-16016879,-5965836,94,19.92853816,0.00850847,,,,,,,,,,,,
278,-15630979,-5965836,94,19.65461712,0.008710155,,,,,,,,,,,,
279,-15245079,-5965836,95,20.09344001,0.008731877,,,,,,,,,,,,
280,-14859179,-5965836,94,19.98154828,0.008654845,,,,,,,,,,,,
281,-14473279,-5965836,95,20.00682203,0.008667989,,,,,,,,,,,,
282,-14087379,-5965836,95,19.76722778,0.008760703,,,,,,,,,,,,
283,-13701479,-5965836,96,19.91340135,0.008829784,,,,,,,,,,,,
284,-13315579,-5965836,97,20.37484256,0.009498421,,,,,,,,,,,,
285,-12929679,-5965836,95,20.30187551,0.009535779,,,,,,,,,,,,
286,-12543779,-5965836,95,20.26781299,0.009005935,,,,,,,,,,,,
287,-12157879,-5965836,94,20.05388195,0.009074994,,,,,,,,,,,,
288,-11771979,-5965836,93,20.06884666,0.009045492,,,,,,,,,,,,
289,-11386079,-5965836,93,20.27815611,0.008919056,,,,,,,,,,,,
290,-11000179,-5965836,92,19.81456264,0.008901352,,,,,,,,,,,,
291,-10614279,-5965836,96,20.63902889,0.009368806,,,,,,,,,,,,
292,-10228379,-5965836,93,20.00796106,0.009287243,,,,,,,,,,,,
293,-9842479,-5965836,92,19.79403003,0.009364526,,,,,,,,,,,,
294,-9456579,-5965836,96,20.43024686,0.009392793,,,,,,,,,,,,
295,-9070679,-5965836,98,20.96497123,0.009370196,,,,,,,,,,,,
296,-8684779,-5965836,99,20.75566178,0.00948776,,,,,,,,,,,,
297,-8298879,-5965836,99,20.60959377,0.009649053,,,,,,,,,,,,
298,-7912979,-5965836,102,21.36535988,0.009609159,,,,,,,,,,,,
299,-7527079,-5965836,148,31.29815271,0.008600565,,,,,,,,,,,,
300,-7141179,-5965836,172,34.70369087,0.008015074,,,,,,,,,,,,
301,-6755279,-5965836,192,37.0398696,0.008440499,,,,,,,,,,,,
302,-6369379,-5965836,191,36.64208857,0.008249438,,,,,,,,,,,,
303,-5983479,-5965836,180,35.14686147,0.009100812,,,,,,,,,,,,
304,-5597579,-5965836,163,33.79314019,0.009275778,,,,,,,,,,,,
305,-5211679,-5965836,132,29.02333481,0.009618912,,,,,,,,,,,,
306,-4825779,-5965836,121,24.33949915,0.009784901,,,,,,,,,,,,
307,-4439879,-5965836,112,23.23310773,0.009411029,,,,,,,,,,,,
308,-4053979,-5965836,116,23.62802434,0.009540941,,,,,,,,,,,,
309,-3668079,-5965836,114,23.96888636,0.009445025,,,,,,,,,,,,
310,-3282179,-5965836,106,23.33753128,0.00820301,,,,,,,,,,,,
311,-2896279,-5965836,99,20.79065047,0.007861381,,,,,,,,,,,,
312,-2510379,-5965836,102,21.19644808,0.008526961,,,,,,,,,,,,
313,-2124479,-5965836,101,20.18586271,0.008525652,,,,,,,,,,,,
314,-1738579,-5965836,99,20.41930026,0.008521782,,,,,,,,,,,,
315,-1352679,-5965836,99,20.41930026,0.008521782,,,,,,,,,,,,
316,-966779,-5965836,100,20.41930026,0.008521782,,,,,,,,,,,,
317,-580879,-5965836,105,20.25670059,0.008598253,,,,,,,,,,,,
318,-194979,-5965836,105,19.74734444,0.008707598,,,,,,,,,,,,
319,190921,-5965836,106,20.35264679,0.008414575,,,,,,,,,,,,
320,576821,-5965836,104,20.01962493,0.008360961,,,,,,,,,,,,
321,962721,-5965836,101,18.89772253,0.008228907,,,,,,,,,,,,
322,1348621,-5965836,99,18.89772253,0.008228907,,,,,,,,,,,,
323,1734521,-5965836,97,18.88679425,0.009382629,,,,,,,,,,,,
324,2120421,-5965836,98,18.78866882,0.009207023,,,,,,,,,,,,
325,2506321,-5965836,91,18.01863503,0.009766757,,,,,,,,,,,,
326,2892221,-5965836,81,17.57214177,0.010145264,,,,,,,,,,,,
327,3278121,-5965836,80,17.51325012,0.010318844,,,,,,,,,,,,
328,3664021,-5965836,86,17.80260015,0.009805414,,,,,,,,,,,,
329,4049921,-5965836,90,18.78158706,0.009910461,,,,,,,,,,,,
330,4435821,-5965836,91,18.93708138,0.009795669,,,,,,,,,,,,
331,4821721,-5965836,93,19.02365877,0.009668958,,,,,,,,,,,,
332,5207621,-5965836,94,19.09994436,0.009668958,,,,,,,,,,,,
333,5593521,-5965836,97,19.83815744,0.009683386,,,,,,,,,,,,
334,5979421,-5965836,101,20.67421164,0.009384188,,,,,,,,,,,,
335,6365321,-5965836,107,21.8366552,0.009192367,,,,,,,,,,,,
336,6751221,-5965836,116,23.6519374,0.008908961,,,,,,,,,,,,
337,7137121,-5965836,115,24.64357271,0.009106066,,,,,,,,,,,,
338,7523021,-5965836,114,23.41957696,0.009210592,,,,,,,,,,,,
339,7908921,-5965836,107,21.18091691,0.009561704,,,,,,,,,,,,
340,8294821,-5965836,94,20.23800448,0.009370055,,,,,,,,,,,,
341,8680721,-5965836,94,19.77957619,0.009376937,,,,,,,,,,,,
342,9066621,-5965836,94,19.77957619,0.009376937,,,,,,,,,,,,
343,9452521,-5965836,99,20.16445328,0.009215735,,,,,,,,,,,,
344,9838421,-5965836,95,19.78453528,0.009215735,,,,,,,,,,,,
345,10224321,-5965836,94,19.78453528,0.009215735,,,,,,,,,,,,
346,10610221,-5965836,94,20.12716447,0.009566883,,,,,,,,,,,,
347,10996121,-5965836,95,20.29300257,0.009462656,,,,,,,,,,,,
348,11382021,-5965836,97,20.48862347,0.009581243,,,,,,,,,,,,
349,11767921,-5965836,97,20.24013006,0.009581243,,,,,,,,,,,,
350,12153821,-5965836,100,20.72895577,0.009513981,,,,,,,,,,,,
351,12539721,-5965836,103,21.63761055,0.009846648,,,,,,,,,,,,
352,12925621,-5965836,106,22.2705758,0.009583309,,,,,,,,,,,,
353,13311521,-5965836,108,22.92555769,0.009591836,,,,,,,,,,,,
354,13697421,-5965836,114,23.93984151,0.0094439,,,,,,,,,,,,
355,14083321,-5965836,123,25.24299266,0.008989567,,,,,,,,,,,,
356,14469221,-5965836,125,25.84136518,0.008891627,,,,,,,,,,,,
357,14855121,-5965836,123,25.16486557,0.008799131,,,,,,,,,,,,
358,15241021,-5965836,154,31.15081621,0.00941026,,,,,,,,,,,,
359,15626921,-5965836,151,29.44881975,0.008634372,,,,,,,,,,,,
360,16012821,-5965836,200,38.77673298,0.010507331,,,,,,,,,,,,
361,16398721,-5965836,204,39.64744721,0.010980244,,,,,,,,,,,,
362,16784621,-5965836,178,35.22359261,0.010734254,,,,,,,,,,,,
363,17170521,-5965836,122,25.28776943,0.009695666,,,,,,,,,,,,
365,-17174579,-5579936,194,38.66526896,0.010612289,,,,,,,,,,,,
366,-16788679,-5579936,156,31.623514,0.009350974,,,,,,,,,,,,
367,-16402779,-5579936,148,30.26111189,0.009695137,,,,,,,,,,,,
368,-16016879,-5579936,140,28.53109616,0.009479673,,,,,,,,,,,,
369,-15630979,-5579936,130,27.42583733,0.009404479,,,,,,,,,,,,
370,-15245079,-5579936,125,25.59691234,0.009540992,,,,,,,,,,,,
371,-14859179,-5579936,122,25.0384857,0.009493648,,,,,,,,,,,,
372,-14473279,-5579936,126,25.82739304,0.010002077,,,,,,,,,,,,
373,-14087379,-5579936,124,25.650775,0.009801258,,,,,,,,,,,,
374,-13701479,-5579936,118,24.85748164,0.009321838,,,,,,,,,,,,
375,-13315579,-5579936,122,25.09428687,0.009570574,,,,,,,,,,,,
376,-12929679,-5579936,118,23.93728891,0.009068776,,,,,,,,,,,,
377,-12543779,-5579936,116,23.51938883,0.00929387,,,,,,,,,,,,
378,-12157879,-5579936,113,23.39459908,0.009276183,,,,,,,,,,,,
379,-11771979,-5579936,115,23.79777139,0.009334707,,,,,,,,,,,,
380,-11386079,-5579936,116,24.01179708,0.009404306,,,,,,,,,,,,
381,-11000179,-5579936,116,24.32100476,0.009431144,,,,,,,,,,,,
382,-10614279,-5579936,118,24.48842287,0.009580115,,,,,,,,,,,,
383,-10228379,-5579936,120,24.65549747,0.009675967,,,,,,,,,,,,
384,-9842479,-5579936,120,24.72054252,0.009581376,,,,,,,,,,,,
385,-9456579,-5579936,118,24.70565313,0.009709297,,,,,,,,,,,,
386,-9070679,-5579936,122,25.21262352,0.009338011,,,,,,,,,,,,
387,-8684779,-5579936,122,25.44150502,0.009202422,,,,,,,,,,,,
388,-8298879,-5579936,128,26.82285486,0.009848148,,,,,,,,,,,,
389,-7912979,-5579936,131,27.43439812,0.009811462,,,,,,,,,,,,
390,-7527079,-5579936,197,39.39670361,0.008867972,,,,,,,,,,,,
393,-6369379,-5579936,196,39.83704488,0.009490425,,,,,,,,,,,,
394,-5983479,-5579936,220,42.36698238,0.009029966,,,,,,,,,,,,
395,-5597579,-5579936,198,38.38085445,0.008986231,,,,,,,,,,,,
396,-5211679,-5579936,164,33.25089867,0.009392463,,,,,,,,,,,,
397,-4825779,-5579936,146,29.24169986,0.01012079,,,,,,,,,,,,
398,-4439879,-5579936,146,29.56543456,0.010166797,,,,,,,,,,,,
399,-4053979,-5579936,149,30.22800186,0.010186824,,,,,,,,,,,,
400,-3668079,-5579936,146,29.65871234,0.009926408,,,,,,,,,,,,
401,-3282179,-5579936,143,29.16843648,0.009436714,,,,,,,,,,,,
402,-2896279,-5579936,139,27.89515068,0.009246357,,,,,,,,,,,,
403,-2510379,-5579936,138,27.34436535,0.00938891,,,,,,,,,,,,
404,-2124479,-5579936,136,26.9306649,0.008929505,,,,,,,,,,,,
405,-1738579,-5579936,133,26.69498705,0.008847185,,,,,,,,,,,,
406,-1352679,-5579936,130,25.60589553,0.008704918,,,,,,,,,,,,
407,-966779,-5579936,130,25.46445122,0.008230836,,,,,,,,,,,,
408,-580879,-5579936,130,25.95381167,0.008431123,,,,,,,,,,,,
409,-194979,-5579936,128,25.95261246,0.008362989,,,,,,,,,,,,
410,190921,-5579936,128,25.57683652,0.008273377,,,,,,,,,,,,
411,576821,-5579936,128,25.84634413,0.008300805,,,,,,,,,,,,
412,962721,-5579936,132,26.27487706,0.008328742,,,,,,,,,,,,
413,1348621,-5579936,129,26.05916072,0.008239595,,,,,,,,,,,,
414,1734521,-5579936,128,25.95780162,0.008616576,,,,,,,,,,,,
415,2120421,-5579936,124,25.04577233,0.008554333,,,,,,,,,,,,
416,2506321,-5579936,127,25.85543978,0.00880213,,,,,,,,,,,,
417,2892221,-5579936,129,26.04756626,0.008732878,,,,,,,,,,,,
418,3278121,-5579936,134,27.10098255,0.008823139,,,,,,,,,,,,
419,3664021,-5579936,140,28.90535087,0.009310439,,,,,,,,,,,,
420,4049921,-5579936,137,27.44379943,0.009636542,,,,,,,,,,,,
421,4435821,-5579936,136,27.9264537,0.009333437,,,,,,,,,,,,
422,4821721,-5579936,141,27.53052491,0.009259895,,,,,,,,,,,,
423,5207621,-5579936,142,27.54706193,0.009359813,,,,,,,,,,,,
424,5593521,-5579936,136,26.46746503,0.009148532,,,,,,,,,,,,
425,5979421,-5579936,138,27.28775832,0.009146795,,,,,,,,,,,,
426,6365321,-5579936,146,28.78531341,0.009040129,,,,,,,,,,,,
427,6751221,-5579936,147,28.86013448,0.009133266,,,,,,,,,,,,
428,7137121,-5579936,142,28.20185828,0.009111173,,,,,,,,,,,,
429,7523021,-5579936,140,28.61997863,0.009225112,,,,,,,,,,,,
430,7908921,-5579936,131,25.98806549,0.009270957,,,,,,,,,,,,
431,8294821,-5579936,130,25.60374556,0.009630663,,,,,,,,,,,,
432,8680721,-5579936,129,25.48935351,0.009963524,,,,,,,,,,,,
433,9066621,-5579936,130,25.61926092,0.009598836,,,,,,,,,,,,
434,9452521,-5579936,130,25.47087048,0.00966108,,,,,,,,,,,,
435,9838421,-5579936,128,25.37231292,0.009634571,,,,,,,,,,,,
436,10224321,-5579936,129,24.91488312,0.009524294,,,,,,,,,,,,
437,10610221,-5579936,131,25.29621489,0.009498812,,,,,,,,,,,,
438,10996121,-5579936,136,25.96571286,0.009859045,,,,,,,,,,,,
439,11382021,-5579936,140,27.39153411,0.009559464,,,,,,,,,,,,
440,11767921,-5579936,145,28.42386429,0.009634296,,,,,,,,,,,,
441,12153821,-5579936,147,29.33172661,0.009496101,,,,,,,,,,,,
442,12539721,-5579936,146,29.16749249,0.009407465,,,,,,,,,,,,
443,12925621,-5579936,154,31.31674129,0.009365859,,,,,,,,,,,,
444,13311521,-5579936,162,32.37708139,0.009426724,,,,,,,,,,,,
445,13697421,-5579936,169,33.61746747,0.009982773,,,,,,,,,,,,
446,14083321,-5579936,206,39.21344494,0.009571856,,,,,,,,,,,,
447,14469221,-5579936,214,40.57527673,0.009838447,,,,,,,,,,,,
448,14855121,-5579936,204,39.84299764,0.010095912,,,,,,,,,,,,
449,15241021,-5579936,221,41.50292184,0.010067756,,,,,,,,,,,,
450,15626921,-5579936,258,46.75530724,0.009981679,,,,,,,,,,,,
451,16012821,-5579936,423,75.65172879,0.01106348,,,,,,,,,,,,
452,16398721,-5579936,419,74.18059006,0.010741481,,,,,,,,,,,,
453,16784621,-5579936,281,49.20336131,0.010356351,,,,,,,,,,,,
454,17170521,-5579936,248,46.9003419,0.010590808,,,,,,,,,,,,
456,-17174579,-5194036,313,57.7088123,0.010419332,,,,,,,,,,,,
