"grid_id","long","lat","co1_genetic_diversity_mean","co1_sampled_species_richness"
361,16398721,-5965836,0.0109802444212587,122
362,16784621,-5965836,0.0107342544848213,110
363,17170521,-5965836,0.00969566581074141,71
365,-17174579,-5579936,0.0106122888510968,116
366,-16788679,-5579936,0.00935097379337872,87
367,-16402779,-5579936,0.00969513712433662,83
368,-16016879,-5579936,0.00947967259552768,78
369,-15630979,-5579936,0.00940447879448434,72
370,-15245079,-5579936,0.00954099226179677,68
371,-14859179,-5579936,0.00949364805725698,64
372,-14473279,-5579936,0.0100020774163116,69
373,-14087379,-5579936,0.00980125812689775,67
374,-13701479,-5579936,0.00932183798388866,63
375,-13315579,-5579936,0.00957057442153982,66
376,-12929679,-5579936,0.00906877583143923,62
377,-12543779,-5579936,0.00929387043406571,63
378,-12157879,-5579936,0.00927618310343269,62
379,-11771979,-5579936,0.00933470720456549,63
380,-11386079,-5579936,0.00940430579438657,63
381,-11000179,-5579936,0.00943114361192552,64
382,-10614279,-5579936,0.00958011486010582,64
383,-10228379,-5579936,0.00967596743793018,65
384,-9842479,-5579936,0.00958137642009757,64
385,-9456579,-5579936,0.00970929685648704,62
386,-9070679,-5579936,0.0093380108979979,65
387,-8684779,-5579936,0.00920242176569468,66
388,-8298879,-5579936,0.00984814792154184,70
389,-7912979,-5579936,0.0098114621102284,73
390,-7527079,-5579936,0.00886797233728411,112
393,-6369379,-5579936,0.00949042465308314,119
394,-5983479,-5579936,0.00902996602325567,138
395,-5597579,-5579936,0.00898623118722843,118
396,-5211679,-5579936,0.00939246340851198,100
397,-4825779,-5579936,0.0101207897444169,90
398,-4439879,-5579936,0.0101667974228948,91
399,-4053979,-5579936,0.0101868236250738,91
400,-3668079,-5579936,0.00992640835812912,90
401,-3282179,-5579936,0.00943671358497579,87
402,-2896279,-5579936,0.00924635662418308,84
403,-2510379,-5579936,0.00938890967050057,83
404,-2124479,-5579936,0.0089295052742423,79
405,-1738579,-5579936,0.00884718529671177,76
406,-1352679,-5579936,0.00870491832115154,72
407,-966779,-5579936,0.00823083612867029,70
408,-580879,-5579936,0.0084311229627789,71
409,-194979,-5579936,0.0083629893272968,71
410,190921,-5579936,0.00827337653296439,70
411,576821,-5579936,0.0083008054057045,73
412,962721,-5579936,0.0083287416945863,75
413,1348621,-5579936,0.00823959506353339,73
414,1734521,-5579936,0.00861657606422528,72
415,2120421,-5579936,0.00855433257664002,70
416,2506321,-5579936,0.00880213027990719,72
417,2892221,-5579936,0.00873287820503325,74
418,3278121,-5579936,0.00882313911924767,76
419,3664021,-5579936,0.00931043906233686,78
420,4049921,-5579936,0.00963654212076523,75
421,4435821,-5579936,0.00933343697279201,76
422,4821721,-5579936,0.0092598953478308,78
423,5207621,-5579936,0.00935981327938594,77
424,5593521,-5579936,0.00914853154387639,74
425,5979421,-5579936,0.00914679502237915,76
426,6365321,-5579936,0.00904012881733067,81
427,6751221,-5579936,0.00913326582898161,81
428,7137121,-5579936,0.00911117262008458,80
429,7523021,-5579936,0.00922511199863215,78
430,7908921,-5579936,0.00927095696468431,71
431,8294821,-5579936,0.00963066301912566,71
432,8680721,-5579936,0.00996352361943084,71
433,9066621,-5579936,0.00959883616574711,70
434,9452521,-5579936,0.00966107972056358,68
435,9838421,-5579936,0.00963457100828966,67
436,10224321,-5579936,0.00952429356281843,68
437,10610221,-5579936,0.00949881207443399,69
438,10996121,-5579936,0.00985904525492739,72
439,11382021,-5579936,0.00955946362981933,77
440,11767921,-5579936,0.00963429623275652,82
441,12153821,-5579936,0.00949610085371499,84
442,12539721,-5579936,0.00940746536356671,83
443,12925621,-5579936,0.00936585881911711,88
444,13311521,-5579936,0.00942672351413175,94
445,13697421,-5579936,0.0099827730939544,99
446,14083321,-5579936,0.00957185590261302,122
447,14469221,-5579936,0.00983844663990674,129
448,14855121,-5579936,0.0100959116479251,119
449,15241021,-5579936,0.0100677563614809,125
450,15626921,-5579936,0.00998167949272872,149
451,16012821,-5579936,0.0110634798390434,240
452,16398721,-5579936,0.0107414811571691,242
453,16784621,-5579936,0.0103563505030861,169
454,17170521,-5579936,0.0105908075453234,145
456,-17174579,-5194036,0.0104193322554329,182
457,-16788679,-5194036,0.0102937165582993,171
458,-16402779,-5194036,0.0103709300563614,109
459,-16016879,-5194036,0.0098396936542489,95
460,-15630979,-5194036,0.00967788679618919,94
461,-15245079,-5194036,0.00944103112542415,89
462,-14859179,-5194036,0.0103662391533691,89
463,-14473279,-5194036,0.0103976543008731,80
464,-14087379,-5194036,0.0103434999596406,85
465,-13701479,-5194036,0.0101885926224121,84
466,-13315579,-5194036,0.0103827719075981,85
467,-12929679,-5194036,0.010279707369863,82
468,-12543779,-5194036,0.0103769636555156,80
469,-12157879,-5194036,0.0101570571439396,86
470,-11771979,-5194036,0.0100743344338514,87
471,-11386079,-5194036,0.0101144279375705,91
472,-11000179,-5194036,0.00975183177080876,91
473,-10614279,-5194036,0.00975014566367107,90
474,-10228379,-5194036,0.0100954826457269,88
475,-9842479,-5194036,0.0102262800246027,87
476,-9456579,-5194036,0.0100500072503894,92
477,-9070679,-5194036,0.0101931410760272,89
478,-8684779,-5194036,0.0101660608063076,90
479,-8298879,-5194036,0.0100418641573675,95
480,-7912979,-5194036,0.00987067760815617,100
481,-7527079,-5194036,0.00903154515153179,141
482,-7141179,-5194036,0.00910164865776217,144
484,-6369379,-5194036,0.0104173847363439,144
485,-5983479,-5194036,0.00988125348430041,181
486,-5597579,-5194036,0.00971657532097607,178
487,-5211679,-5194036,0.0105105368669663,124
488,-4825779,-5194036,0.0105610266699702,123
489,-4439879,-5194036,0.0103579105925086,119
490,-4053979,-5194036,0.010626339682861,118
491,-3668079,-5194036,0.0105652047401602,117
492,-3282179,-5194036,0.0104145867369338,114
493,-2896279,-5194036,0.0105371813743676,111
494,-2510379,-5194036,0.0104428667060624,107
495,-2124479,-5194036,0.0105252333778213,105
496,-1738579,-5194036,0.0103796555962391,109
497,-1352679,-5194036,0.0103011100598033,108
498,-966779,-5194036,0.0101732280212928,106
499,-580879,-5194036,0.0101053668957293,109
500,-194979,-5194036,0.00948267806992529,115
501,190921,-5194036,0.009297642127585,115
502,576821,-5194036,0.00914990164723813,109
503,962721,-5194036,0.0088002467288622,106
504,1348621,-5194036,0.0090679938893075,109
505,1734521,-5194036,0.00928875191216624,110
506,2120421,-5194036,0.0094307968653587,114
507,2506321,-5194036,0.00945264444774818,113
508,2892221,-5194036,0.00938837560508285,111
509,3278121,-5194036,0.00943034976536891,112
510,3664021,-5194036,0.00985246046094356,114
511,4049921,-5194036,0.00991208073673242,113
512,4435821,-5194036,0.00990638200222289,107
513,4821721,-5194036,0.00984834356208354,112
514,5207621,-5194036,0.00958583527758071,113
515,5593521,-5194036,0.00972722984952735,110
516,5979421,-5194036,0.00953012665927148,111
517,6365321,-5194036,0.00956417974980707,120
518,6751221,-5194036,0.00957680744008243,121
519,7137121,-5194036,0.0098499602481566,117
520,7523021,-5194036,0.00984131173206662,107
521,7908921,-5194036,0.00989313733832868,99
522,8294821,-5194036,0.010218141929805,98
523,8680721,-5194036,0.0102952780297546,95
524,9066621,-5194036,0.00994026919484116,94
525,9452521,-5194036,0.00981719974227539,95
526,9838421,-5194036,0.00961164917187731,97
527,10224321,-5194036,0.00971357834303602,94
528,10610221,-5194036,0.00974300065180592,94
529,10996121,-5194036,0.00991023954973286,97
530,11382021,-5194036,0.0102590172693866,103
531,11767921,-5194036,0.0104858938919996,108
532,12153821,-5194036,0.0102808748188575,117
533,12539721,-5194036,0.0102282422333757,120
534,12925621,-5194036,0.0105434953608533,127
535,13311521,-5194036,0.0107189841219422,133
536,13697421,-5194036,0.0105487381103966,164
537,14083321,-5194036,0.0112806063573259,338
538,14469221,-5194036,0.0113818729428891,343
539,14855121,-5194036,0.0111511167250376,168
540,15241021,-5194036,0.0116350441900831,158
541,15626921,-5194036,0.011247597576686,166
542,16012821,-5194036,0.0113134623413618,283
544,16784621,-5194036,0.0108946780725274,289
545,17170521,-5194036,0.0111004370194494,241
547,-17174579,-4808136,0.0106234494154351,202
548,-16788679,-4808136,0.0108700657534831,188
549,-16402779,-4808136,0.0101841089918218,118
550,-16016879,-4808136,0.0101473694102634,115
551,-15630979,-4808136,0.0100579325148668,108
552,-15245079,-4808136,0.0104307469012484,94
553,-14859179,-4808136,0.00975795469229772,89
554,-14473279,-4808136,0.0100517793265804,89
555,-14087379,-4808136,0.0102952232389739,91
556,-13701479,-4808136,0.0103250703531291,90
557,-13315579,-4808136,0.0105496046144575,92
558,-12929679,-4808136,0.0107198116004179,93
559,-12543779,-4808136,0.0107651263333282,92
560,-12157879,-4808136,0.0107674789953718,92
561,-11771979,-4808136,0.0106189111376247,93
562,-11386079,-4808136,0.0109744864418258,98
563,-11000179,-4808136,0.0110465746209718,99
564,-10614279,-4808136,0.0107042449367837,102
565,-10228379,-4808136,0.0106506588070239,104
566,-9842479,-4808136,0.010676095867263,104
567,-9456579,-4808136,0.010523375465006,108
568,-9070679,-4808136,0.0111114792356221,112
569,-8684779,-4808136,0.0108258082038038,117
570,-8298879,-4808136,0.0108007540144357,117
571,-7912979,-4808136,0.0108421513536778,120
572,-7527079,-4808136,0.0104978229639172,134
573,-7141179,-4808136,0.0100057505184746,180
576,-5983479,-4808136,0.0104790278943013,192
577,-5597579,-4808136,0.0110605732967135,245
578,-5211679,-4808136,0.0103457592928643,232
579,-4825779,-4808136,0.0108683918726595,159
580,-4439879,-4808136,0.0110864765219652,151
581,-4053979,-4808136,0.0111370948560997,145
582,-3668079,-4808136,0.0112960625158457,142
583,-3282179,-4808136,0.0112582600101041,140
584,-2896279,-4808136,0.0111533839849521,136
585,-2510379,-4808136,0.0107858854494979,130
586,-2124479,-4808136,0.011318409720765,133
587,-1738579,-4808136,0.0113787671880791,131
588,-1352679,-4808136,0.0110330295802596,146
589,-966779,-4808136,0.0112498381203542,155
590,-580879,-4808136,0.0111049402863325,151
591,-194979,-4808136,0.0109274300722439,151
592,190921,-4808136,0.0105436528351252,155
593,576821,-4808136,0.0108310782951235,150
594,962721,-4808136,0.0105092937312234,154
595,1348621,-4808136,0.010303393923529,168
596,1734521,-4808136,0.0107463867078436,176
597,2120421,-4808136,0.0107916782981155,174
598,2506321,-4808136,0.010764715467193,167
599,2892221,-4808136,0.0107341717593132,158
600,3278121,-4808136,0.010147291417511,148
601,3664021,-4808136,0.00997233571098348,141
602,4049921,-4808136,0.00979860447421139,147
603,4435821,-4808136,0.00989932422173919,145
604,4821721,-4808136,0.00988613364360009,137
605,5207621,-4808136,0.0102373738088342,127
606,5593521,-4808136,0.0101964072567724,125
607,5979421,-4808136,0.0106616254633922,125
608,6365321,-4808136,0.0106538362968312,127
609,6751221,-4808136,0.0104401328938872,126
610,7137121,-4808136,0.0106661635310239,127
611,7523021,-4808136,0.0103921641705587,144
612,7908921,-4808136,0.0104189862332232,119
613,8294821,-4808136,0.0101782570232402,110
614,8680721,-4808136,0.0103659618784091,107
615,9066621,-4808136,0.0100091155159643,109
616,9452521,-4808136,0.0103217990839741,111
617,9838421,-4808136,0.0101804807514981,113
618,10224321,-4808136,0.0102348961529112,115
619,10610221,-4808136,0.010593789537757,130
620,10996121,-4808136,0.0111124012310467,140
621,11382021,-4808136,0.0110653130212516,145
622,11767921,-4808136,0.0111220880240914,145
623,12153821,-4808136,0.0112712836193263,144
624,12539721,-4808136,0.0113790305763528,149
625,12925621,-4808136,0.0116883678821384,159
626,13311521,-4808136,0.0110080859963605,199
627,13697421,-4808136,0.0115235985843978,373
628,14083321,-4808136,0.0112492280231759,398
629,14469221,-4808136,0.0114516326786776,413
630,14855121,-4808136,0.0117975724880091,224
631,15241021,-4808136,0.0122060719847406,207
632,15626921,-4808136,0.0119273904073747,207
633,16012821,-4808136,0.0118127704392385,272
634,16398721,-4808136,0.0114267275393692,328
635,16784621,-4808136,0.0110844564667666,347
636,17170521,-4808136,0.0109390609243703,331
638,-17174579,-4422236,0.0108943855421277,169
639,-16788679,-4422236,0.0115254118482483,147
640,-16402779,-4422236,0.011853264245161,146
641,-16016879,-4422236,0.0110936105114089,134
642,-15630979,-4422236,0.0114605870332548,122
643,-15245079,-4422236,0.0113499198662402,119
644,-14859179,-4422236,0.0115297893738991,112
645,-14473279,-4422236,0.0113000512915669,111
646,-14087379,-4422236,0.0108459720840518,105
647,-13701479,-4422236,0.0102211093277101,100
648,-13315579,-4422236,0.0101861640422088,99
649,-12929679,-4422236,0.010718130351181,99
650,-12543779,-4422236,0.01093136353853,103
651,-12157879,-4422236,0.0119109286390717,114
652,-11771979,-4422236,0.0111277565993467,104
653,-11386079,-4422236,0.0111285144770736,114
654,-11000179,-4422236,0.0117334809099179,118
655,-10614279,-4422236,0.0109895156059557,111
656,-10228379,-4422236,0.0110385362493455,113
657,-9842479,-4422236,0.0109559526175941,115
658,-9456579,-4422236,0.0113034296413738,119
659,-9070679,-4422236,0.0116629763680595,126
660,-8684779,-4422236,0.0119258693600689,132
661,-8298879,-4422236,0.0116857508782985,137
662,-7912979,-4422236,0.011532875415285,143
663,-7527079,-4422236,0.0114561516947132,154
664,-7141179,-4422236,0.0106138729754305,213
669,-5211679,-4422236,0.0106832307747012,335
670,-4825779,-4422236,0.011227916589073,228
671,-4439879,-4422236,0.0113933442949132,188
672,-4053979,-4422236,0.0115117475939508,168
673,-3668079,-4422236,0.0116567400212309,161
674,-3282179,-4422236,0.0119366208662757,155
675,-2896279,-4422236,0.0121459941259646,151
676,-2510379,-4422236,0.0116267260897085,145
677,-2124479,-4422236,0.0119040413523743,145
678,-1738579,-4422236,0.0120757945232512,147
679,-1352679,-4422236,0.0113909416534912,169
680,-966779,-4422236,0.0111796626951206,171
681,-580879,-4422236,0.0114209039557689,175
682,-194979,-4422236,0.0114776978828091,176
683,190921,-4422236,0.0113981439268616,176
684,576821,-4422236,0.011486277315078,185
685,962721,-4422236,0.0112422876452059,198
686,1348621,-4422236,0.0108188149150062,220
687,1734521,-4422236,0.0111222859951493,411
688,2120421,-4422236,0.0108512213752101,425
689,2506321,-4422236,0.0111890679238796,317
690,2892221,-4422236,0.011217048347032,230
691,3278121,-4422236,0.0110732540620865,204
692,3664021,-4422236,0.0110687772793175,185
693,4049921,-4422236,0.0109949096279125,180
694,4435821,-4422236,0.0105952256479886,182
695,4821721,-4422236,0.0109103022766284,176
696,5207621,-4422236,0.0114107733311477,172
697,5593521,-4422236,0.0107480236035561,151
698,5979421,-4422236,0.0107632475340563,148
699,6365321,-4422236,0.010719706139066,143
700,6751221,-4422236,0.0107766151615083,142
701,7137121,-4422236,0.0108739804925292,144
702,7523021,-4422236,0.0112015160268944,162
703,7908921,-4422236,0.0113496242169539,129
704,8294821,-4422236,0.0111633784652071,122
705,8680721,-4422236,0.011026182525976,129
706,9066621,-4422236,0.0108399427500482,125
707,9452521,-4422236,0.0110988840565456,124
708,9838421,-4422236,0.0112091724868012,130
709,10224321,-4422236,0.0116379924742325,139
710,10610221,-4422236,0.0117774288298434,158
711,10996121,-4422236,0.0114716936702116,337
712,11382021,-4422236,0.0115746583370786,345
713,11767921,-4422236,0.0117826918089266,267
714,12153821,-4422236,0.0116534994317047,256
715,12539721,-4422236,0.0116999452597075,186
716,12925621,-4422236,0.0117503964358069,355
